word,true_label,predicted_label,error_type,pos_tag,fgpos_tag,sentence
pointed,1,1,Correct,VERB,VBD,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials ."
company,0,0,Correct,NOUN,NN,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials ."
achieved,1,0,False Negative,VERB,VBN,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials ."
destruction,0,0,Correct,NOUN,NN,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials ."
least,0,0,Correct,ADJ,JJS,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials ."
cent,0,0,Correct,NOUN,NN,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials ."
materials,0,0,Correct,NOUN,NNS,"Mr Wheeler , now moving to the rear of the plant to show off the £2m smoke-cleaning section , which had just broken down , pointed out that his company achieved destruction of at least 99.9999 per cent of all materials ."
Mulching,0,1,False Positive,VERB,VBG,Mulching is a pleasant activity for October .
pleasant,0,0,Correct,ADJ,JJ,Mulching is a pleasant activity for October .
activity,0,0,Correct,NOUN,NN,Mulching is a pleasant activity for October .
October,0,0,Correct,PROPN,NNP,Mulching is a pleasant activity for October .
Mum,0,0,Correct,NOUN,NNS,"Mum , how many straws do we need ?"
many,0,0,Correct,ADJ,JJ,"Mum , how many straws do we need ?"
straws,0,0,Correct,NOUN,NNS,"Mum , how many straws do we need ?"
need,0,0,Correct,VERB,VB,"Mum , how many straws do we need ?"
Mum,0,0,Correct,NOUN,NNS,"Mum , what about giving him something for being very"
giving,0,0,Correct,VERB,VBG,"Mum , what about giving him something for being very"
something,0,0,Correct,PRON,NN,"Mum , what about giving him something for being very"
Mum,0,0,Correct,NOUN,NNS,Mum can I take these to the table ?
take,0,0,Correct,VERB,VB,Mum can I take these to the table ?
table,0,0,Correct,NOUN,NN,Mum can I take these to the table ?
Mum,0,0,Correct,NOUN,NNS,"Mum do n't feel like making mince pies , today ."
feel,1,1,Correct,VERB,VB,"Mum do n't feel like making mince pies , today ."
making,0,0,Correct,VERB,VBG,"Mum do n't feel like making mince pies , today ."
mince,0,0,Correct,PROPN,NNP,"Mum do n't feel like making mince pies , today ."
pies,0,0,Correct,NOUN,NNS,"Mum do n't feel like making mince pies , today ."
today,0,0,Correct,NOUN,NN,"Mum do n't feel like making mince pies , today ."
Mum,0,0,Correct,NOUN,NNS,Mum do you want a straw ? straw .
want,0,0,Correct,VERB,VB,Mum do you want a straw ? straw .
straw,0,0,Correct,NOUN,NN,Mum do you want a straw ? straw .
straw,0,0,Correct,NOUN,NN,Mum do you want a straw ? straw .
mummy,0,0,Correct,PROPN,NNP,Mum mum mummy I want a straw .
want,0,0,Correct,VERB,VB,Mum mum mummy I want a straw .
straw,0,0,Correct,NOUN,NN,Mum mum mummy I want a straw .
Mummy,0,0,Correct,PROPN,NNP,Mummy do you want a straw ?
want,0,0,Correct,VERB,VB,Mummy do you want a straw ?
straw,0,0,Correct,NOUN,NN,Mummy do you want a straw ?
Mummy,0,0,Correct,PROPN,NNP,Mummy this is for winter this is n't it ?
winter,0,0,Correct,NOUN,NN,Mummy this is for winter this is n't it ?
father,0,0,Correct,PROPN,NNP,My father just turned round I 've had enough of it if Terry 's not going to do the estimate he passes them on to Brian .
turned,0,0,Correct,VERB,VBN,My father just turned round I 've had enough of it if Terry 's not going to do the estimate he passes them on to Brian .
round,0,0,Correct,ADV,RB,My father just turned round I 've had enough of it if Terry 's not going to do the estimate he passes them on to Brian .
enough,0,0,Correct,ADV,RB,My father just turned round I 've had enough of it if Terry 's not going to do the estimate he passes them on to Brian .
Terry,0,0,Correct,PROPN,NNP,My father just turned round I 've had enough of it if Terry 's not going to do the estimate he passes them on to Brian .
going,0,1,False Positive,VERB,VBG,My father just turned round I 've had enough of it if Terry 's not going to do the estimate he passes them on to Brian .
estimate,0,0,Correct,NOUN,NN,My father just turned round I 've had enough of it if Terry 's not going to do the estimate he passes them on to Brian .
passes,1,1,Correct,VERB,VBZ,My father just turned round I 've had enough of it if Terry 's not going to do the estimate he passes them on to Brian .
Brian,0,0,Correct,PROPN,NNP,My father just turned round I 've had enough of it if Terry 's not going to do the estimate he passes them on to Brian .
life,0,0,Correct,NOUN,NN,My life would be finished .
finished,1,1,Correct,VERB,VBD,My life would be finished .
passion,0,1,False Positive,NOUN,NN,"My passion is for its numerous Romanesque churches , in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration ; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals ."
numerous,0,0,Correct,ADJ,JJ,"My passion is for its numerous Romanesque churches , in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration ; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals ."
Romanesque,0,0,Correct,ADJ,JJ,"My passion is for its numerous Romanesque churches , in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration ; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals ."
churches,0,0,Correct,NOUN,NNS,"My passion is for its numerous Romanesque churches , in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration ; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals ."
cases,0,0,Correct,NOUN,NNS,"My passion is for its numerous Romanesque churches , in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration ; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals ."
humbly,1,1,Correct,ADV,RB,"My passion is for its numerous Romanesque churches , in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration ; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals ."
proportioned,0,0,Correct,VERB,VBN,"My passion is for its numerous Romanesque churches , in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration ; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals ."
elevated,1,1,Correct,ADJ,JJ,"My passion is for its numerous Romanesque churches , in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration ; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals ."
unique,0,0,Correct,ADJ,JJ,"My passion is for its numerous Romanesque churches , in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration ; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals ."
works,0,0,Correct,NOUN,NNS,"My passion is for its numerous Romanesque churches , in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration ; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals ."
art,0,0,Correct,NOUN,NN,"My passion is for its numerous Romanesque churches , in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration ; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals ."
richness,0,1,False Positive,NOUN,NN,"My passion is for its numerous Romanesque churches , in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration ; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals ."
exquisitely-sculpted,0,0,Correct,ADV,RB,"My passion is for its numerous Romanesque churches , in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration ; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals ."
decoration,0,0,Correct,NOUN,NN,"My passion is for its numerous Romanesque churches , in most cases humbly proportioned but elevated into unique works of art by the richness of their exquisitely-sculpted decoration ; to go to Poitou/Saintonge and not look at any of its churches would be like going to an African game reserve and ignoring the animals ."
